mode,condition,bw,flatness,peaks,topPeakPower,topPeakBW,fskPairs,fskValley,cv,duty,transitions,ook,baudRate,baudConf,costasScore,costasMode
rtty,snr30,808,0.0192,20,58.7,17.6,9,4,0.002,0.510,56.5,false,6.25,1.000,0.489,js8call
rtty,snr30,802,0.0192,20,59.2,11.7,9,8,0.002,0.520,63.0,false,6.25,1.000,0.727,js8call
rtty,snr30,849,0.0164,20,57.8,17.6,9,2,0.002,0.555,58.5,false,6.25,1.000,0.489,js8call
rtty,snr30,849,0.0158,20,56.9,17.6,9,3,0.002,0.480,58.0,false,6.25,1.000,0.754,js8call
rtty,snr30,914,0.0135,20,58.1,17.6,9,2,0.002,0.465,58.0,false,6.25,1.000,0.490,js8call
rtty,snr30,802,0.0193,20,59.1,11.7,9,7,0.002,0.510,61.5,false,6.25,1.000,0.726,js8call
rtty,snr30,943,0.0125,20,58.2,17.6,8,2,0.002,0.505,67.0,false,6.25,1.000,0.490,js8call
rtty,snr30,808,0.0198,20,57.7,17.6,9,5,0.002,0.460,57.0,false,6.25,1.000,0.457,ft8
rtty,snr30,849,0.0158,20,57.1,17.6,8,4,0.002,0.580,53.5,false,6.25,1.000,0.755,js8call
rtty,snr30,808,0.0199,20,58.0,17.6,9,6,0.002,0.555,57.0,false,6.25,1.000,0.457,ft8
rtty,snr30,808,0.0191,20,58.5,17.6,9,5,0.002,0.565,54.0,false,6.25,1.000,0.490,js8call
rtty,snr30,714,0.0244,20,59.3,11.7,9,8,0.003,0.525,64.5,false,6.25,1.000,0.532,ft8
rtty,snr30,890,0.0173,20,56.8,17.6,9,4,0.002,0.510,56.5,false,6.25,1.000,0.601,ft8
rtty,snr30,802,0.0192,20,59.3,11.7,9,8,0.002,0.505,57.0,false,6.25,1.000,0.729,js8call
rtty,snr30,867,0.0158,20,58.1,17.6,9,2,0.002,0.565,57.5,false,6.25,1.000,0.490,js8call
rtty,snr30,890,0.0147,20,58.1,17.6,9,2,0.002,0.505,56.0,false,6.25,1.000,0.490,js8call
rtty,snr30,802,0.0191,20,59.1,11.7,9,8,0.002,0.500,66.0,false,6.25,1.000,0.730,js8call
rtty,snr30,914,0.0160,20,57.0,17.6,9,6,0.002,0.490,58.5,false,6.25,1.000,0.602,ft8
rtty,snr20,615,0.0419,16,49.4,17.6,7,2,0.004,0.440,55.0,false,6.25,1.000,0.491,js8call
rtty,snr20,533,0.0615,18,49.8,17.6,7,4,0.004,0.465,50.5,false,6.25,1.000,0.489,js8call
rtty,snr20,580,0.0454,20,48.4,17.6,7,2,0.004,0.530,51.0,false,6.25,1.000,0.747,js8call
rtty,snr20,615,0.0418,16,49.4,17.6,7,2,0.004,0.460,48.5,false,6.25,1.000,0.487,js8call
rtty,snr20,533,0.0615,18,49.2,17.6,7,2,0.004,0.495,50.0,false,6.25,1.000,0.458,ft8
rtty,snr20,486,0.0773,20,49.1,17.6,7,4,0.004,0.480,52.0,false,6.25,1.000,0.458,ft8
rtty,snr20,550,0.0624,20,48.5,17.6,7,3,0.004,0.480,50.0,false,6.25,1.000,0.598,ft8
rtty,snr20,445,0.0833,16,50.6,11.7,7,7,0.005,0.530,51.5,false,6.25,1.000,0.535,ft8
rtty,snr20,486,0.0771,20,49.3,17.6,7,3,0.004,0.535,51.5,false,6.25,1.000,0.456,ft8
rtty,snr20,574,0.0474,20,48.5,17.6,7,3,0.004,0.450,56.0,false,6.25,1.000,0.753,js8call
rtty,snr20,533,0.0582,18,49.9,17.6,7,3,0.004,0.505,47.5,false,6.25,1.000,0.491,js8call
rtty,snr20,533,0.0660,20,49.2,17.6,7,3,0.005,0.505,58.5,false,6.25,1.000,0.520,js8call
rtty,snr20,591,0.0452,17,49.4,17.6,7,2,0.004,0.455,48.5,false,6.25,1.000,0.489,js8call
rtty,snr20,533,0.0581,18,49.9,17.6,7,3,0.004,0.530,47.5,false,6.25,1.000,0.491,js8call
rtty,snr20,533,0.0580,16,49.9,17.6,7,3,0.004,0.540,52.5,false,6.25,1.000,0.490,js8call
rtty,snr20,550,0.0536,17,49.5,17.6,7,2,0.004,0.515,54.5,false,6.25,1.000,0.489,js8call
rtty,snr20,445,0.0831,16,50.7,11.7,7,7,0.004,0.450,56.0,false,6.25,1.000,0.531,ft8
rtty,snr20,574,0.0498,17,49.5,17.6,7,2,0.004,0.515,52.0,false,6.25,1.000,0.492,js8call
rtty,snr20,486,0.0720,19,50.6,11.7,7,3,0.004,0.495,48.0,false,6.25,1.000,0.721,js8call
rtty,snr20,580,0.0469,19,49.2,17.6,7,2,0.004,0.505,44.0,false,6.25,1.000,0.491,js8call
rtty,snr20,533,0.0653,20,49.1,17.6,7,5,0.004,0.510,52.5,false,6.25,1.000,0.522,js8call
rtty,snr20,486,0.0766,20,49.8,17.6,7,4,0.004,0.490,52.0,false,6.25,1.000,0.490,js8call
rtty,snr20,486,0.0741,16,50.1,17.6,7,3,0.004,0.480,53.0,false,6.25,1.000,0.491,js8call
rtty,snr20,615,0.0420,17,49.6,17.6,7,2,0.004,0.505,47.0,false,6.25,1.000,0.489,js8call
rtty,snr20,486,0.0722,17,50.8,11.7,7,6,0.004,0.460,50.0,false,6.25,1.000,0.733,js8call
rtty,snr20,591,0.0529,20,48.5,17.6,7,4,0.004,0.505,43.5,false,6.25,1.000,0.605,ft8
rtty,snr20,533,0.0658,20,49.2,17.6,7,4,0.004,0.460,50.0,false,6.25,1.000,0.522,js8call
rtty,snr20,621,0.0484,20,48.5,17.6,7,3,0.004,0.470,47.5,false,6.25,1.000,0.601,ft8
rtty,snr20,533,0.0616,18,49.8,17.6,7,2,0.004,0.510,50.5,false,6.25,1.000,0.490,js8call
rtty,snr20,621,0.0414,16,49.5,17.6,7,2,0.004,0.535,51.5,false,6.25,1.000,0.489,js8call
rtty,snr15,445,0.0968,14,45.0,17.6,6,2,0.007,0.490,54.0,false,6.25,1.000,0.485,js8call
rtty,snr15,439,0.0965,14,45.3,17.6,6,2,0.007,0.510,51.0,false,6.25,1.000,0.493,js8call
rtty,snr15,439,0.1122,20,44.0,17.6,7,5,0.007,0.560,50.0,false,6.25,1.000,0.597,ft8
rtty,snr15,439,0.1071,17,44.6,17.6,5,2,0.007,0.515,51.5,false,6.25,1.000,0.522,js8call
rtty,snr15,433,0.0975,14,46.1,11.7,5,2,0.007,0.485,47.0,false,6.25,1.000,0.727,js8call
rtty,snr15,445,0.1026,18,44.6,17.6,5,3,0.006,0.510,52.5,false,6.25,1.000,0.522,js8call
rtty,snr15,439,0.0993,15,45.2,17.6,6,2,0.007,0.480,52.0,false,6.25,1.000,0.494,js8call
rtty,snr15,439,0.0960,13,44.7,17.6,5,2,0.007,0.485,46.5,false,6.25,1.000,0.487,js8call
rtty,snr15,439,0.0938,13,44.5,17.6,5,2,0.007,0.505,47.5,false,6.25,1.000,0.490,js8call
rtty,snr15,445,0.0915,15,44.7,17.6,5,2,0.007,0.485,47.5,false,6.25,1.000,0.491,js8call
rtty,snr15,351,0.1403,12,46.0,11.7,5,3,0.008,0.505,46.5,false,6.25,1.000,0.534,ft8
rtty,snr15,445,0.0975,14,44.6,17.6,6,2,0.007,0.490,52.5,false,6.25,1.000,0.459,ft8
rtty,snr15,445,0.1076,18,43.9,17.6,6,2,0.006,0.545,48.5,false,6.25,1.000,0.606,ft8
rtty,snr15,439,0.1005,14,44.6,17.6,5,2,0.006,0.500,42.0,false,6.25,1.000,0.457,ft8
rtty,snr15,439,0.1054,18,44.6,17.6,7,3,0.007,0.460,49.5,false,6.25,1.000,0.520,js8call
rtty,snr15,439,0.0922,14,43.7,17.6,4,2,0.007,0.515,53.5,false,6.25,1.000,0.755,js8call
rtty,snr15,445,0.0949,13,45.4,17.6,6,2,0.007,0.515,43.0,false,6.25,1.000,0.492,js8call
rtty,snr15,486,0.0747,16,44.7,17.6,4,2,0.007,0.495,51.0,false,6.25,1.000,0.490,js8call
rtty,snr15,392,0.1119,13,45.9,11.7,5,4,0.007,0.485,46.5,false,6.25,1.000,0.533,ft8
rtty,snr15,439,0.1061,17,44.5,17.6,5,2,0.007,0.460,54.0,false,6.25,1.000,0.524,js8call
rtty,snr15,433,0.0973,13,45.8,11.7,5,2,0.007,0.480,51.5,false,6.25,1.000,0.730,js8call
rtty,snr15,439,0.0952,14,44.9,17.6,5,2,0.007,0.470,51.0,false,6.25,1.000,0.490,js8call
rtty,snr15,445,0.0966,13,44.7,17.6,5,2,0.006,0.480,53.0,false,6.25,1.000,0.455,ft8
rtty,snr15,445,0.0967,13,44.6,17.6,6,2,0.006,0.505,52.0,false,6.25,1.000,0.457,ft8
rtty,snr15,439,0.0994,14,44.6,17.6,5,2,0.006,0.485,52.0,false,6.25,1.000,0.458,ft8
rtty,snr15,439,0.1147,17,43.9,17.6,7,2,0.007,0.550,47.0,false,6.25,1.000,0.603,ft8
rtty,snr15,480,0.0826,14,45.1,17.6,6,2,0.006,0.550,54.0,false,6.25,1.000,0.491,js8call
rtty,snr15,445,0.0931,13,44.8,17.6,5,2,0.007,0.525,49.5,false,6.25,1.000,0.492,js8call
rtty,snr15,439,0.0976,13,45.4,17.6,6,2,0.007,0.525,51.0,false,6.25,1.000,0.496,js8call
rtty,snr15,445,0.0958,14,44.7,17.6,5,2,0.007,0.465,54.0,false,6.25,1.000,0.458,ft8
rtty,snr10,357,0.1632,13,39.8,17.6,3,2,0.011,0.500,48.0,false,6.25,1.000,0.535,js8call
rtty,snr10,351,0.1564,11,40.5,17.6,2,2,0.010,0.480,52.5,false,6.25,1.000,0.493,js8call
rtty,snr10,351,0.1434,8,41.2,11.7,2,2,0.011,0.480,56.5,false,6.25,1.000,0.531,ft8
rtty,snr10,351,0.1550,12,40.5,17.6,2,2,0.010,0.530,42.0,false,6.25,1.000,0.484,js8call
rtty,snr10,351,0.1445,9,41.4,11.7,2,2,0.010,0.475,50.5,false,6.25,1.000,0.530,ft8
rtty,snr10,380,0.1408,12,40.4,17.6,2,2,0.011,0.485,57.5,false,6.25,1.000,0.498,js8call
rtty,snr10,351,0.1549,10,40.0,17.6,2,2,0.011,0.485,51.5,false,6.25,1.000,0.489,js8call
rtty,snr10,351,0.1508,11,41.2,11.7,2,2,0.010,0.485,50.0,false,6.25,1.000,0.700,js8call
rtty,snr10,351,0.1713,13,39.9,17.6,2,2,0.011,0.510,52.5,false,6.25,1.000,0.517,js8call
rtty,snr10,351,0.1520,10,41.3,11.7,2,2,0.010,0.515,56.0,false,6.25,1.000,0.730,js8call
rtty,snr10,357,0.1665,14,39.8,17.6,2,2,0.010,0.460,49.5,false,6.25,1.000,0.523,js8call
rtty,snr10,351,0.1474,12,39.2,17.6,2,2,0.010,0.565,48.5,false,6.25,1.000,0.760,js8call
rtty,snr10,351,0.1442,11,41.3,11.7,2,2,0.010,0.510,54.5,false,6.25,1.000,0.530,ft8
rtty,snr10,351,0.1494,11,38.9,17.6,2,2,0.010,0.495,52.0,false,6.25,1.000,0.766,js8call
rtty,snr10,386,0.1251,11,39.8,17.6,2,2,0.011,0.465,45.5,false,6.25,1.000,0.489,js8call
rtty,snr10,339,0.1730,10,40.4,17.6,2,2,0.011,0.515,46.5,false,6.25,1.000,0.487,js8call
rtty,snr10,351,0.1558,10,40.6,17.6,2,2,0.010,0.510,52.0,false,6.25,1.000,0.487,js8call
rtty,snr10,351,0.1561,9,40.6,17.6,2,2,0.011,0.505,57.5,false,6.25,1.000,0.488,js8call
rtty,snr10,351,0.1578,12,40.6,17.6,2,2,0.010,0.500,52.0,false,6.25,1.000,0.493,js8call
rtty,snr10,351,0.1560,12,40.5,17.6,2,2,0.011,0.480,53.5,false,6.25,1.000,0.486,js8call
rtty,snr10,351,0.1547,11,40.7,17.6,2,2,0.009,0.495,56.0,false,6.25,1.000,0.488,js8call
rtty,snr10,351,0.1500,13,38.9,17.6,2,2,0.012,0.525,51.5,false,6.25,1.000,0.755,js8call
rtty,snr10,351,0.1549,10,40.6,17.6,2,2,0.011,0.510,50.5,false,6.25,1.000,0.485,js8call
rtty,snr10,392,0.1233,11,39.8,17.6,2,2,0.011,0.505,55.0,false,6.25,1.000,0.497,js8call
rtty,snr10,351,0.1550,10,40.6,17.6,2,2,0.011,0.525,54.5,false,6.25,1.000,0.491,js8call
rtty,snr10,351,0.1490,11,39.0,17.6,2,2,0.011,0.525,46.5,false,6.25,1.000,0.753,js8call
rtty,snr10,351,0.1606,11,39.9,17.6,2,2,0.010,0.480,57.0,false,6.25,1.000,0.460,ft8
rtty,snr10,369,0.1416,10,40.2,17.6,2,2,0.010,0.485,47.0,false,6.25,1.000,0.482,js8call
rtty,snr10,351,0.1637,12,40.5,17.6,2,2,0.011,0.495,42.5,false,6.25,1.000,0.488,js8call
rtty,snr10,351,0.1490,13,39.1,17.6,2,2,0.010,0.480,51.0,false,6.25,1.000,0.744,js8call
rtty,snr5,263,0.2561,9,35.0,17.6,2,2,0.013,0.500,48.5,false,6.25,1.000,0.459,ft8
rtty,snr5,304,0.2247,9,34.7,17.6,2,2,0.015,0.485,49.5,false,6.25,1.000,0.509,js8call
rtty,snr5,257,0.2501,7,36.3,11.7,2,2,0.015,0.480,57.0,false,6.25,1.000,0.683,js8call
rtty,snr5,333,0.2120,11,34.2,17.6,2,2,0.015,0.510,44.5,false,6.25,1.000,0.600,ft8
rtty,snr5,292,0.2082,6,34.9,17.6,2,2,0.014,0.505,53.0,false,6.25,1.000,0.482,js8call
rtty,snr5,304,0.2099,8,35.0,17.6,2,2,0.015,0.505,51.5,false,6.25,1.000,0.450,ft8
rtty,snr5,304,0.2222,10,34.7,17.6,2,2,0.014,0.535,45.0,false,6.25,1.000,0.513,js8call
rtty,snr5,298,0.2161,9,35.4,17.6,2,2,0.016,0.485,52.0,false,6.25,1.000,0.486,js8call
rtty,snr5,304,0.2083,8,35.6,17.6,2,2,0.015,0.490,46.0,false,6.25,1.000,0.491,js8call
rtty,snr5,310,0.2250,12,34.2,17.6,2,2,0.015,0.555,55.0,false,6.25,1.000,0.601,ft8
rtty,snr5,304,0.2327,11,34.1,17.6,2,2,0.014,0.510,48.0,false,6.25,1.000,0.590,ft8
rtty,snr5,298,0.2161,9,35.4,17.6,2,2,0.015,0.480,49.5,false,6.25,1.000,0.489,js8call
rtty,snr5,304,0.2047,9,35.2,17.6,2,2,0.013,0.475,54.5,false,6.25,1.000,0.485,js8call
rtty,snr5,304,0.2085,8,35.4,17.6,2,2,0.014,0.500,45.5,false,6.25,1.000,0.473,js8call
rtty,snr5,257,0.2509,9,36.2,11.7,2,2,0.014,0.515,51.5,false,6.25,1.000,0.734,js8call
rtty,snr5,263,0.2543,9,35.4,17.6,2,2,0.014,0.455,44.5,false,6.25,1.000,0.478,js8call
rtty,snr5,304,0.2068,10,35.5,17.6,2,2,0.015,0.505,52.0,false,6.25,1.000,0.494,js8call
rtty,snr5,257,0.2375,7,36.2,11.7,2,2,0.015,0.510,48.5,false,6.25,1.000,0.550,ft8
rtty,snr5,304,0.1982,8,34.0,17.6,2,2,0.015,0.510,47.5,false,6.25,1.000,0.774,js8call
rtty,snr5,257,0.2352,8,36.3,11.7,2,2,0.013,0.490,46.0,false,6.25,1.000,0.531,ft8
rtty,snr5,257,0.2525,9,36.4,11.7,2,2,0.016,0.535,50.0,false,6.25,1.000,0.706,js8call
rtty,snr5,263,0.2540,9,35.4,17.6,2,2,0.013,0.460,49.5,false,6.25,1.000,0.494,js8call
rtty,snr5,257,0.2677,9,34.9,17.6,2,2,0.016,0.470,51.0,false,6.25,1.000,0.443,ft8
rtty,snr5,304,0.1970,8,34.0,17.6,2,2,0.015,0.495,49.5,false,6.25,1.000,0.768,js8call
rtty,snr5,304,0.2225,11,34.9,17.6,2,2,0.013,0.495,55.0,false,6.25,1.000,0.530,js8call
rtty,snr5,304,0.2111,7,35.4,17.6,2,2,0.015,0.500,54.5,false,6.25,1.000,0.495,js8call
rtty,snr5,304,0.2104,8,34.9,17.6,2,2,0.014,0.495,42.5,false,6.25,1.000,0.461,ft8
rtty,snr5,304,0.2224,11,34.8,17.6,2,2,0.015,0.535,46.5,false,6.25,1.000,0.534,js8call
rtty,snr5,304,0.2007,6,35.2,17.6,2,2,0.014,0.495,49.5,false,6.25,1.000,0.492,js8call
rtty,snr5,263,0.2415,7,36.2,11.7,2,2,0.014,0.460,47.0,false,6.25,1.000,0.734,js8call
rtty,snr3,257,0.2577,7,34.2,11.7,2,2,0.016,0.485,55.5,false,6.25,1.000,0.806,js8call
rtty,snr3,257,0.2459,8,31.9,17.6,2,2,0.016,0.515,52.0,false,6.25,1.000,0.736,js8call
rtty,snr3,257,0.2557,7,34.2,11.7,2,2,0.017,0.465,49.5,false,6.25,1.000,0.728,js8call
rtty,snr3,257,0.2671,8,33.4,17.6,2,2,0.017,0.490,50.0,false,6.25,1.000,0.486,js8call
rtty,snr3,257,0.2706,8,32.8,17.6,2,2,0.017,0.520,54.0,false,6.25,1.000,0.465,ft8
rtty,snr3,257,0.2552,6,34.2,11.7,2,2,0.016,0.515,48.5,false,6.25,1.000,0.711,js8call
rtty,snr3,263,0.2857,10,32.1,17.6,2,2,0.017,0.515,42.5,false,6.25,1.000,0.597,ft8
rtty,snr3,257,0.2660,7,32.8,17.6,2,2,0.016,0.515,52.0,false,6.25,1.000,0.459,ft8
rtty,snr3,257,0.2635,8,33.5,17.6,2,2,0.016,0.490,51.5,false,6.25,1.000,0.493,js8call
rtty,snr3,257,0.2672,9,32.9,17.6,2,2,0.015,0.480,43.5,false,6.25,1.000,0.467,ft8
rtty,snr3,257,0.2441,8,31.9,17.6,2,2,0.015,0.515,55.0,false,6.25,1.000,0.779,js8call
rtty,snr3,257,0.2576,7,34.2,11.7,2,2,0.015,0.520,52.5,false,6.25,1.000,0.727,js8call
rtty,snr3,123,0.1728,6,34.3,11.7,2,2,0.015,0.525,42.5,false,6.25,1.000,0.546,ft8
rtty,snr3,123,0.1797,6,34.1,11.7,2,2,0.015,0.475,53.0,false,6.25,1.000,0.534,ft8
rtty,snr3,257,0.2698,8,32.9,17.6,2,2,0.017,0.500,53.5,false,6.25,1.000,0.453,ft8
rtty,snr3,287,0.2231,7,32.8,17.6,2,2,0.016,0.505,51.5,false,6.25,1.000,0.486,js8call
rtty,snr3,257,0.2595,7,33.5,17.6,2,2,0.016,0.520,50.5,false,6.25,1.000,0.483,js8call
rtty,snr3,257,0.2802,8,32.7,17.6,2,2,0.017,0.495,49.0,false,6.25,1.000,0.519,js8call
rtty,snr3,257,0.2575,9,33.5,17.6,2,2,0.015,0.515,50.0,false,6.25,1.000,0.496,js8call
rtty,snr3,257,0.2858,9,32.7,17.6,2,2,0.016,0.495,45.0,false,6.25,1.000,0.533,js8call
rtty,snr3,257,0.2546,7,34.2,11.7,2,2,0.016,0.520,48.5,false,6.25,1.000,0.755,js8call
rtty,snr3,287,0.2192,7,32.9,17.6,2,2,0.017,0.565,52.5,false,6.25,1.000,0.489,js8call
rtty,snr3,257,0.2555,7,34.1,11.7,2,2,0.015,0.560,50.5,false,6.25,1.000,0.771,js8call
rtty,snr3,257,0.2726,6,32.8,17.6,2,2,0.015,0.445,44.5,false,6.25,1.000,0.436,ft8
rtty,snr3,123,0.1872,6,34.0,11.7,2,2,0.017,0.465,51.5,false,6.25,1.000,0.541,ft8
rtty,snr3,257,0.2983,10,32.1,17.6,2,2,0.016,0.495,46.0,false,6.25,1.000,0.612,ft8
rtty,snr3,257,0.2664,9,33.3,17.6,2,2,0.016,0.505,51.0,false,6.25,1.000,0.484,js8call
rtty,snr3,287,0.2206,7,32.8,17.6,2,2,0.015,0.530,52.5,false,6.25,1.000,0.482,js8call
rtty,snr3,257,0.2670,7,32.9,17.6,2,2,0.014,0.490,57.0,false,6.25,1.000,0.450,ft8
rtty,snr3,257,0.2676,6,32.7,17.6,2,2,0.016,0.510,48.0,false,6.25,1.000,0.455,ft8
rtty,snr0,123,0.2566,8,29.4,17.6,2,2,0.018,0.525,51.0,false,6.25,1.000,0.530,js8call
rtty,snr0,117,0.2303,7,30.0,17.6,2,2,0.015,0.495,60.0,false,6.25,1.000,0.519,js8call
rtty,snr0,117,0.2306,6,30.2,17.6,2,2,0.015,0.495,49.5,false,6.25,1.000,0.473,js8call
rtty,snr0,123,0.2206,7,30.1,17.6,2,2,0.016,0.460,51.5,false,6.25,1.000,0.502,js8call
rtty,snr0,257,0.2669,7,29.6,17.6,2,1,0.015,0.475,44.0,false,6.25,1.000,0.483,js8call
rtty,snr0,257,0.2610,7,29.6,17.6,2,1,0.016,0.470,52.5,false,6.25,1.000,0.456,js8call
rtty,snr0,117,0.2649,9,29.4,17.6,2,2,0.016,0.495,52.5,false,6.25,1.000,0.531,js8call
rtty,snr0,134,0.2820,11,28.9,17.6,2,2,0.015,0.475,48.5,false,6.25,1.000,0.610,ft8
rtty,snr0,76,0.2316,5,30.7,11.7,2,2,0.016,0.520,54.0,false,6.25,1.000,0.526,ft8
rtty,snr0,251,0.3049,8,29.5,17.6,2,2,0.016,0.515,52.5,false,6.25,1.000,0.511,js8call
rtty,snr0,251,0.2712,4,29.8,17.6,2,2,0.016,0.510,39.0,false,6.25,1.000,0.513,js8call
rtty,snr0,76,0.2304,5,30.8,11.7,2,2,0.016,0.455,51.5,false,6.25,1.000,0.530,ft8
rtty,snr0,123,0.2306,7,30.2,17.6,2,2,0.017,0.490,47.5,false,6.25,1.000,0.496,js8call
rtty,snr0,251,0.2846,7,30.2,17.6,2,2,0.017,0.530,54.0,false,6.25,1.000,0.488,js8call
rtty,snr0,164,0.2257,6,30.0,17.6,2,2,0.016,0.485,48.0,false,6.25,1.000,0.477,js8call
rtty,snr0,158,0.2135,8,30.3,17.6,2,2,0.016,0.535,49.0,false,6.25,1.000,0.538,js8call
rtty,snr0,257,0.2633,6,29.6,17.6,2,1,0.015,0.475,53.0,false,6.25,1.000,0.485,js8call
rtty,snr0,70,0.2778,7,30.9,11.7,2,2,0.016,0.490,57.5,false,6.25,1.000,0.746,js8call
rtty,snr0,111,0.2838,8,28.7,17.6,2,2,0.017,0.445,45.5,false,6.25,1.000,0.785,ft8
rtty,snr0,111,0.2796,7,28.6,17.6,2,2,0.016,0.510,48.0,false,6.25,1.000,0.763,ft8
rtty,snr0,111,0.2841,7,28.8,17.6,2,2,0.017,0.485,52.0,false,6.25,1.000,0.786,js8call
rtty,snr0,117,0.2600,8,29.6,17.6,2,2,0.017,0.525,49.0,false,6.25,1.000,0.545,js8call
rtty,snr0,257,0.2963,7,29.7,17.6,2,2,0.016,0.505,49.5,false,6.25,1.000,0.520,js8call
rtty,snr0,257,0.2825,6,30.0,17.6,2,2,0.017,0.525,48.5,false,6.25,1.000,0.494,js8call
rtty,snr0,128,0.2427,5,29.4,17.6,2,2,0.014,0.475,52.0,false,6.25,1.000,0.440,ft8
rtty,snr0,105,0.2886,7,28.6,17.6,2,2,0.015,0.510,48.0,false,6.25,1.000,0.737,js8call
rtty,snr0,117,0.2184,7,30.3,17.6,2,2,0.017,0.530,48.5,false,6.25,1.000,0.498,js8call
rtty,snr0,128,0.2298,4,29.7,17.6,2,2,0.017,0.500,46.0,false,6.25,1.000,0.488,js8call
rtty,snr0,251,0.2648,5,29.5,17.6,2,2,0.016,0.530,54.0,false,6.25,1.000,0.482,js8call
rtty,snr0,257,0.2839,8,30.1,17.6,2,2,0.016,0.475,50.0,false,6.25,1.000,0.496,js8call
rtty,snr-3,64,0.3982,6,25.9,17.6,2,2,0.015,0.530,49.5,false,6.25,1.000,0.517,js8call
rtty,snr-3,70,0.3130,5,26.9,17.6,2,2,0.016,0.500,49.0,false,6.25,1.000,0.471,js8call
rtty,snr-3,70,0.3238,5,26.6,17.6,2,2,0.014,0.480,44.5,false,6.25,1.000,0.480,js8call
rtty,snr-3,64,0.3381,4,26.2,17.6,2,2,0.014,0.520,50.5,false,6.25,1.000,0.495,js8call
rtty,snr-3,64,0.3540,4,26.3,17.6,2,2,0.015,0.515,50.0,false,6.25,1.000,0.487,js8call
rtty,snr-3,64,0.2974,4,27.5,11.7,2,2,0.014,0.515,54.5,false,6.25,1.000,0.545,ft8
rtty,snr-3,87,0.2936,5,26.2,17.6,2,2,0.014,0.505,48.0,false,6.25,1.000,0.548,js8call
rtty,snr-3,64,0.4458,7,25.3,17.6,2,2,0.013,0.470,52.0,false,6.25,1.000,0.607,ft8
rtty,snr-3,105,0.2835,5,26.3,17.6,2,2,0.016,0.510,46.0,false,6.25,1.000,0.486,js8call
rtty,snr-3,64,0.4554,7,25.4,17.6,2,2,0.016,0.495,47.5,false,6.25,1.000,0.581,ft8
rtty,snr-3,70,0.3981,6,25.1,17.6,2,2,0.016,0.500,53.0,false,6.25,1.000,0.792,js8call
rtty,snr-3,64,0.3025,4,27.3,17.6,2,2,0.014,0.510,50.0,false,6.25,1.000,0.547,ft8
rtty,snr-3,64,0.2860,6,27.5,11.7,2,2,0.018,0.495,50.0,false,6.25,1.000,0.533,ft8
rtty,snr-3,64,0.3066,5,27.6,11.7,2,2,0.015,0.470,50.5,false,6.25,1.000,0.503,ft8
rtty,snr-3,64,0.4003,7,26.1,17.6,2,2,0.016,0.510,52.5,false,6.25,1.000,0.555,js8call
rtty,snr-3,64,0.3415,5,26.7,17.6,2,2,0.014,0.500,50.0,false,6.25,1.000,0.485,js8call
rtty,snr-3,70,0.2764,4,27.4,11.7,2,2,0.016,0.475,53.5,false,6.25,1.000,0.533,ft8
rtty,snr-3,64,0.3549,4,26.4,17.6,2,2,0.015,0.520,47.0,false,6.25,1.000,0.445,js8call
rtty,snr-3,58,0.3903,6,26.3,17.6,2,2,0.016,0.495,49.0,false,6.25,1.000,0.476,ft8
rtty,snr-3,64,0.3237,5,27.6,11.7,2,2,0.015,0.535,51.0,false,6.25,1.000,0.565,ft8
rtty,snr-3,64,0.3596,6,26.4,17.6,2,2,0.014,0.500,53.5,false,6.25,1.000,0.472,js8call
rtty,snr-3,64,0.3527,6,26.7,17.6,2,2,0.015,0.515,48.0,false,6.25,1.000,0.473,js8call
rtty,snr-3,64,0.3567,4,26.1,17.6,2,2,0.015,0.525,48.0,false,6.25,1.000,0.490,ft8
rtty,snr-3,64,0.2888,4,27.4,11.7,2,2,0.015,0.500,49.0,false,6.25,1.000,0.511,ft8
rtty,snr-3,64,0.4449,7,25.5,17.6,2,2,0.015,0.525,53.5,false,6.25,1.000,0.536,ft8
rtty,snr-3,64,0.3453,5,26.3,17.6,2,2,0.014,0.465,51.5,false,6.25,1.000,0.563,js8call
rtty,snr-3,64,0.3142,4,27.6,11.7,2,2,0.015,0.480,49.0,false,6.25,1.000,0.676,js8call
rtty,snr-3,64,0.3792,5,26.2,17.6,2,2,0.015,0.525,48.5,false,6.25,1.000,0.476,js8call
rtty,snr-3,58,0.4523,6,25.9,17.6,2,2,0.015,0.535,51.0,false,6.25,1.000,0.558,js8call
rtty,snr-3,64,0.3599,4,26.5,17.6,2,2,0.016,0.490,55.5,false,6.25,1.000,0.464,js8call
rtty,itu-good,351,0.1856,15,38.9,23.4,2,2,0.054,0.490,6.5,false,6.25,1.000,0.577,ft8
rtty,itu-good,351,0.1644,11,40.3,17.6,2,2,0.054,0.515,8.5,false,6.25,1.000,0.479,js8call
rtty,itu-good,351,0.1502,10,39.2,17.6,2,2,0.053,0.510,3.5,false,6.25,1.000,0.747,js8call
rtty,itu-good,363,0.1485,9,39.9,17.6,2,2,0.055,0.525,4.5,false,6.25,1.000,0.482,js8call
rtty,itu-good,351,0.1530,11,41.3,11.7,2,2,0.053,0.535,5.5,false,6.25,1.000,0.776,js8call
rtty,itu-good,363,0.1414,12,39.2,17.6,2,2,0.055,0.505,4.5,false,6.25,1.000,0.751,js8call
rtty,itu-good,351,0.1604,10,40.0,17.6,2,2,0.055,0.475,6.5,false,6.25,1.000,0.480,js8call
